firstname,lastname,ballotname,partyname,partycode,officename,officeposition,measuretext,reporting_level,jurisdiction,votes
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Adams,32
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Asotin,114
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Benton,419
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Chelan,193
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Clallam,290
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Clark,1095
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Columbia,15
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Cowlitz,500
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Douglas,103
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Ferry,29
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Franklin,58
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Garfield,8
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Grant,313
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Grays Harbor,240
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Island,169
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Jefferson,119
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,King,2875
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Kitsap,780
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Kittitas,93
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Klickitat,78
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Lewis,297
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Lincoln,41
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Mason,241
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Okanogan,159
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Pacific,123
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Pend Oreille,96
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,Pierce,1726
Robin,Adair,Robin Adair,I,I,U. S. Senator,NA,,county,San Juan,51
