CandidateID	CountyID	Votes
212	17	5129
5	31	4268
316	16	1088
440	3	248
363	9	7419
633	16	8
656	20	1733
353	27	37637
354	27	32665
355	27	2579
356	27	1316
360	27	120968
361	27	117623
621	27	91415
622	27	114503
623	27	7176
624	27	15177
648	27	101497
649	27	119545
650	27	6257
660	27	143364
661	27	80615
325	27	146430
326	27	75157
327	27	7736
322	27	134745
323	27	92843
324	27	3087
357	27	122610
358	27	95713
359	27	7955
653	27	125911
654	27	89756
366	27	112596
367	27	92913
368	27	18855
655	27	98098
656	27	91624
657	27	108632
658	27	71556
659	27	152502
379	27	17305
380	27	12329
375	27	15202
376	27	14255
377	27	19386
378	27	9508
477	27	1779
478	27	2089
473	27	2176
474	27	1769
475	27	2327
476	27	1555
510	27	25693
511	27	16849
506	27	20303
507	27	21985
508	27	18307
509	27	23886
512	27	13340
513	27	11228
514	27	14012
515	27	8819
516	27	1760
521	27	31298
522	27	4660
517	27	26644
518	27	10020
519	27	30211
520	27	5746
527	27	11425
528	27	31722
523	27	20273
524	27	22044
525	27	22331
526	27	20216
529	27	19783
530	27	10023
531	27	21745
532	27	8276
533	27	2854
534	27	2979
535	27	2693
536	27	3202
537	27	6060
538	27	4372
539	27	4971
540	27	5348
364	27	96439
365	27	131522
362	27	55217
363	27	172407
625	28	3353
626	28	2
627	28	14
628	28	1901
629	28	39
630	28	2
631	28	14
632	28	9
633	28	2
634	28	1776
635	28	5
651	28	4008
652	28	2827
333	28	3751
334	28	2568
335	28	268
336	28	181
360	28	3758
361	28	3123
621	28	2707
622	28	3122
623	28	284
624	28	445
648	28	2807
649	28	3521
650	28	297
660	28	3575
661	28	2679
325	28	2870
326	28	2883
327	28	458
322	28	3702
323	28	2720
324	28	102
357	28	3488
358	28	2667
359	28	320
653	28	2716
654	28	2894
366	28	3226
367	28	2582
368	28	448
655	28	2382
656	28	2655
657	28	2862
658	28	1752
659	28	3837
644	28	4102
645	28	3165
646	28	2092
579	28	4001
580	28	2627
575	28	3449
576	28	2810
577	28	3490
578	28	2783
364	28	2701
365	28	3684
362	28	1761
363	28	4616
625	29	15936
626	29	46
627	29	61
628	29	13388
629	29	170
630	29	6
631	29	31
632	29	92
633	29	15
634	29	10973
635	29	10
651	29	21037
652	29	18992
333	29	20463
334	29	17169
335	29	1136
336	29	903
360	29	18784
361	29	21560
621	29	14141
622	29	19205
623	29	1378
624	29	3908
648	29	15678
649	29	21121
650	29	1350
660	29	21396
661	29	15475
325	29	16933
326	29	18125
327	29	1805
322	29	20290
323	29	17651
324	29	682
357	29	18385
358	29	18927
359	29	1471
653	29	19167
654	29	16194
366	29	18186
367	29	16457
368	29	2924
655	29	16163
656	29	16123
657	29	17468
658	29	12878
659	29	25132
423	29	5618
424	29	4210
419	29	4769
420	29	4755
421	29	4131
422	29	5196
579	29	15149
580	29	14478
575	29	16559
576	29	11906
577	29	15805
578	29	12778
364	29	16521
365	29	21068
362	29	9515
363	29	27457
625	30	1474
626	30	3
627	30	3
628	30	1102
629	30	27
630	30	2
631	30	3
632	30	15
633	30	1
634	30	1050
635	30	0
651	30	2059
652	30	1406
337	30	2189
338	30	1399
360	30	1657
361	30	1883
621	30	1564
622	30	1288
623	30	243
624	30	209
648	30	1551
649	30	1550
650	30	236
660	30	1918
661	30	1321
325	30	1627
326	30	1304
327	30	278
322	30	1889
323	30	1243
324	30	129
357	30	1562
358	30	1455
359	30	262
653	30	1702
654	30	1153
366	30	1667
367	30	1118
368	30	362
655	30	1681
656	30	1033
657	30	1321
658	30	1265
659	30	2135
446	30	613
447	30	399
448	30	539
449	30	497
461	30	1383
462	30	973
456	30	1403
457	30	892
458	30	1506
459	30	665
460	30	141
364	30	1293
365	30	2071
362	30	707
363	30	2745
625	31	88643
626	31	212
627	31	186
628	31	69137
629	31	667
630	31	36
631	31	107
632	31	377
633	31	104
634	31	65838
635	31	123
651	31	107217
652	31	89689
329	31	52787
330	31	41373
331	31	1658
332	31	1401
333	31	65173
334	31	47876
335	31	4372
336	31	3195
360	31	117000
361	31	106196
621	31	82945
622	31	106032
623	31	7170
624	31	17036
648	31	88646
649	31	114920
650	31	7056
660	31	120280
661	31	84057
325	31	97500
326	31	92939
327	31	9776
322	31	115540
323	31	92985
324	31	3123
357	31	105125
358	31	94816
359	31	8372
653	31	106453
654	31	87112
366	31	104232
367	31	86489
368	31	15239
655	31	86208
656	31	86208
657	31	97546
658	31	65531
659	31	128368
373	31	12453
374	31	9190
369	31	11854
370	31	8541
371	31	11551
372	31	8427
423	31	5790
424	31	3923
419	31	4865
420	31	4266
421	31	4611
422	31	4000
479	31	19483
480	31	26321
481	31	23175
482	31	19885
483	31	3443
565	31	26254
566	31	14164
567	31	25316
568	31	12692
573	31	26104
574	31	18525
569	31	20741
570	31	22906
571	31	22280
572	31	20063
592	31	17455
593	31	24799
364	31	96980
365	31	114284
362	31	51927
363	31	159323
625	32	69526
626	32	173
627	32	118
628	32	59984
629	32	452
630	32	37
631	32	124
632	32	342
657	20	2820
658	20	1992
659	20	4106
446	20	3613
447	20	2636
448	20	3108
449	20	3161
364	20	2352
365	20	3407
362	20	1318
363	20	4401
625	21	7810
626	21	50
627	21	35
628	21	12316
629	21	76
630	21	6
631	21	7
632	21	161
633	21	10
634	21	6684
635	21	13
651	21	10066
652	21	16573
337	21	10870
338	21	15679
360	21	7938
361	21	19003
621	21	8544
622	21	13516
623	21	1042
624	21	2363
648	21	9408
649	21	15252
650	21	799
660	21	11668
661	21	13378
325	21	8904
326	21	14627
327	21	1145
322	21	11076
323	21	13504
324	21	617
357	21	8712
358	21	15508
359	21	1304
653	21	13155
654	21	10827
366	21	10053
367	21	12694
368	21	2047
655	21	12124
656	21	9595
657	21	13224
658	21	7979
659	21	16257
467	21	2461
468	21	5399
463	21	3629
464	21	4169
465	21	3257
466	21	4439
477	21	5729
478	21	12502
473	21	8700
474	21	9635
475	21	6283
476	21	11761
364	21	9233
365	21	16343
362	21	4947
363	21	20515
625	22	1653
626	22	5
627	22	2
628	22	2152
629	22	10
630	22	0
631	22	2
632	22	12
633	22	0
634	22	1098
635	22	3
651	22	1782
652	22	3108
341	22	2476
342	22	2448
360	22	1717
361	22	3223
621	22	1619
622	22	2703
623	22	143
624	22	223
648	22	1589
649	22	2989
650	22	114
660	22	2326
661	22	2267
325	22	1833
326	22	2625
327	22	135
322	22	2395
323	22	2228
324	22	54
357	22	1685
358	22	2809
359	22	167
653	22	2423
654	22	1889
366	22	1776
367	22	2614
368	22	271
655	22	1733
656	22	1869
657	22	1856
658	22	1175
659	22	2537
403	22	1390
404	22	3107
405	22	184
406	22	1363
407	22	2734
364	22	2075
365	22	2158
362	22	1105
363	22	3114
625	23	8076
626	23	40
627	23	31
628	23	5776
629	23	70
630	23	3
631	23	10
632	23	31
633	23	6
