county,precinct,office,district,party,candidate,votes,absentee,poll
Chelan,22,,,,Ballots,212,160,52
Chelan,23,,,,Ballots,96,69,27
Chelan,24,,,,Ballots,197,168,29
Chelan,25,,,,Ballots,36,36,0
Chelan,27,,,,Ballots,48,35,13
Chelan,28,,,,Ballots,405,329,76
Chelan,29 ENT,,,,Ballots,372,270,102
Chelan,30,,,,Ballots,133,126,7
Chelan,31,,,,Ballots,36,31,5
Chelan,32,,,,Ballots,277,209,68
Chelan,33,,,,Ballots,114,107,7
Chelan,34,,,,Ballots,49,44,5
Chelan,35,,,,Ballots,22,22,0
Chelan,36,,,,Ballots,422,345,77
Chelan,37,,,,Ballots,9,9,0
Chelan,38,,,,Ballots,43,43,0
Chelan,39,,,,Ballots,435,366,69
Chelan,40,,,,Ballots,70,70,0
Chelan,41,,,,Ballots,439,417,22
Chelan,42,,,,Ballots,320,251,69
Chelan,43 CHE,,,,Ballots,449,384,65
Chelan,44 CHE,,,,Ballots,543,476,67
Chelan,45 CHE,,,,Ballots,667,532,135
Chelan,46,,,,Ballots,389,320,69
Chelan,47,,,,Ballots,632,601,31
Chelan,48 CAS,,,,Ballots,349,257,92
Chelan,49 CAS,,,,Ballots,433,339,94
Chelan,50 CAS,,,,Ballots,469,359,110
Chelan,51 WEN,,,,Ballots,602,509,93
Chelan,52 WEN,,,,Ballots,699,590,109
Chelan,53 WEN,,,,Ballots,733,608,125
Chelan,54 WEN,,,,Ballots,723,592,131
Chelan,55 WEN,,,,Ballots,572,455,117
Chelan,56 WEN,,,,Ballots,546,417,129
Chelan,57 WEN,,,,Ballots,736,538,198
Chelan,58 WEN,,,,Ballots,637,460,177
Chelan,59 WEN,,,,Ballots,696,580,116
Chelan,60 WEN,,,,Ballots,739,580,159
Chelan,61 WEN,,,,Ballots,822,676,146
Chelan,62 WEN,,,,Ballots,868,743,125
Chelan,63 WEN,,,,Ballots,640,541,99
Chelan,64 WEN,,,,Ballots,524,420,104
Chelan,65 WEN,,,,Ballots,533,410,123
Chelan,66 WEN,,,,Ballots,620,473,147
Chelan,67 WEN,,,,Ballots,551,417,134
Chelan,68 LEV,,,,Ballots,552,442,110
Chelan,69 LEV,,,,Ballots,620,480,140
Chelan,70,,,,Ballots,414,339,75
Chelan,71,,,,Ballots,732,544,188
Chelan,72,,,,Ballots,686,563,123
Chelan,73,,,,Ballots,678,599,79
Chelan,74,,,,Ballots,748,661,87
Chelan,75,,,,Ballots,343,302,41
Chelan,76,,,,Ballots,403,319,84
Chelan,77,,,,Ballots,600,501,99
Chelan,78,,,,Ballots,58,55,3
Chelan,79,,,,Ballots,191,184,7
Chelan,80,,,,Ballots,159,144,15
Chelan,,,,,Ballots,29617,24321,5296
Chelan,1,President,,D,John Kerry,9,9,0
Chelan,2,President,,D,John Kerry,12,12,0
Chelan,3,President,,D,John Kerry,22,20,2
Chelan,4,President,,D,John Kerry,116,96,20
Chelan,5,President,,D,John Kerry,123,104,19
Chelan,6,President,,D,John Kerry,120,96,24
Chelan,7,President,,D,John Kerry,2,1,1
Chelan,8,President,,D,John Kerry,80,68,12
Chelan,9,President,,D,John Kerry,25,19,6
Chelan,10,President,,D,John Kerry,209,161,48
Chelan,11,President,,D,John Kerry,6,5,1
Chelan,12,President,,D,John Kerry,24,22,2
Chelan,13,President,,D,John Kerry,7,7,0
Chelan,14,President,,D,John Kerry,144,118,26
Chelan,15,President,,D,John Kerry,109,88,21
Chelan,16,President,,D,John Kerry,120,92,28
Chelan,17,President,,D,John Kerry,12,12,0
Chelan,18,President,,D,John Kerry,24,15,9
Chelan,19,President,,D,John Kerry,258,229,29
Chelan,20,President,,D,John Kerry,35,29,6
Chelan,21,President,,D,John Kerry,25,24,1
Chelan,22,President,,D,John Kerry,82,57,25
Chelan,23,President,,D,John Kerry,44,32,12
Chelan,24,President,,D,John Kerry,68,54,14
Chelan,25,President,,D,John Kerry,14,14,0
Chelan,27,President,,D,John Kerry,19,14,5
Chelan,28,President,,D,John Kerry,167,132,35
Chelan,29 ENT,President,,D,John Kerry,130,80,50
Chelan,30,President,,D,John Kerry,63,61,2
Chelan,31,President,,D,John Kerry,16,13,3
Chelan,32,President,,D,John Kerry,74,56,18
Chelan,33,President,,D,John Kerry,51,48,3
Chelan,34,President,,D,John Kerry,18,14,4
Chelan,35,President,,D,John Kerry,7,7,0
Chelan,36,President,,D,John Kerry,142,110,32
Chelan,37,President,,D,John Kerry,3,3,0
Chelan,38,President,,D,John Kerry,34,34,0
Chelan,39,President,,D,John Kerry,146,118,28
Chelan,40,President,,D,John Kerry,34,34,0
Chelan,41,President,,D,John Kerry,176,163,13
Chelan,42,President,,D,John Kerry,91,64,27
Chelan,43 CHE,President,,D,John Kerry,182,156,26
Chelan,44 CHE,President,,D,John Kerry,181,156,25
Chelan,45 CHE,President,,D,John Kerry,296,229,67
Chelan,46,President,,D,John Kerry,150,116,34
Chelan,47,President,,D,John Kerry,229,216,13
Chelan,48 CAS,President,,D,John Kerry,123,88,35
Chelan,49 CAS,President,,D,John Kerry,105,86,19
Chelan,50 CAS,President,,D,John Kerry,151,126,25
Chelan,51 WEN,President,,D,John Kerry,190,161,29
Chelan,52 WEN,President,,D,John Kerry,236,200,36
Chelan,53 WEN,President,,D,John Kerry,255,213,42
Chelan,54 WEN,President,,D,John Kerry,262,210,52
Chelan,55 WEN,President,,D,John Kerry,207,158,49
Chelan,56 WEN,President,,D,John Kerry,249,185,64
Chelan,57 WEN,President,,D,John Kerry,261,178,83
Chelan,58 WEN,President,,D,John Kerry,273,191,82
Chelan,59 WEN,President,,D,John Kerry,262,214,48
Chelan,60 WEN,President,,D,John Kerry,338,259,79
Chelan,61 WEN,President,,D,John Kerry,231,188,43
Chelan,62 WEN,President,,D,John Kerry,347,294,53
Chelan,63 WEN,President,,D,John Kerry,223,185,38
Chelan,64 WEN,President,,D,John Kerry,179,143,36
Chelan,65 WEN,President,,D,John Kerry,182,126,56
Chelan,66 WEN,President,,D,John Kerry,211,152,59
Chelan,67 WEN,President,,D,John Kerry,260,197,63
Chelan,68 LEV,President,,D,John Kerry,264,210,54
Chelan,69 LEV,President,,D,John Kerry,294,226,68
Chelan,70,President,,D,John Kerry,102,86,16
Chelan,71,President,,D,John Kerry,172,126,46
Chelan,72,President,,D,John Kerry,165,142,23
Chelan,73,President,,D,John Kerry,208,186,22
Chelan,74,President,,D,John Kerry,245,228,17
Chelan,75,President,,D,John Kerry,120,108,12
Chelan,76,President,,D,John Kerry,159,127,32
Chelan,77,President,,D,John Kerry,155,124,31
Chelan,78,President,,D,John Kerry,28,26,2
Chelan,79,President,,D,John Kerry,68,67,1
Chelan,80,President,,D,John Kerry,47,41,6
Chelan,,President,,D,John Kerry,10471,8459,2012
Chelan,1,President,,R,George Bush,33,30,3
Chelan,2,President,,R,George Bush,43,43,0
Chelan,3,President,,R,George Bush,79,70,9
Chelan,4,President,,R,George Bush,368,325,43
Chelan,5,President,,R,George Bush,226,194,32
Chelan,6,President,,R,George Bush,320,270,50
Chelan,7,President,,R,George Bush,6,5,1
Chelan,8,President,,R,George Bush,193,157,36
Chelan,9,President,,R,George Bush,56,49,7
Chelan,10,President,,R,George Bush,368,306,62
Chelan,11,President,,R,George Bush,14,9,5
Chelan,12,President,,R,George Bush,49,45,4
Chelan,13,President,,R,George Bush,5,5,0
Chelan,14,President,,R,George Bush,229,179,50
Chelan,15,President,,R,George Bush,275,216,59
Chelan,16,President,,R,George Bush,169,144,25
Chelan,17,President,,R,George Bush,36,32,4
Chelan,18,President,,R,George Bush,60,43,17
Chelan,19,President,,R,George Bush,353,313,40
Chelan,20,President,,R,George Bush,30,27,3
Chelan,21,President,,R,George Bush,47,46,1
Chelan,22,President,,R,George Bush,128,102,26
Chelan,23,President,,R,George Bush,51,36,15
Chelan,24,President,,R,George Bush,124,110,14
Chelan,25,President,,R,George Bush,20,20,0
Chelan,27,President,,R,George Bush,24,19,5
Chelan,28,President,,R,George Bush,225,187,38
Chelan,29 ENT,President,,R,George Bush,232,180,52
Chelan,30,President,,R,George Bush,68,63,5
Chelan,31,President,,R,George Bush,18,16,2
Chelan,32,President,,R,George Bush,199,151,48
Chelan,33,President,,R,George Bush,58,54,4
Chelan,34,President,,R,George Bush,27,26,1
Chelan,35,President,,R,George Bush,15,15,0
Chelan,36,President,,R,George Bush,270,230,40
Chelan,37,President,,R,George Bush,5,5,0
Chelan,38,President,,R,George Bush,7,7,0
Chelan,39,President,,R,George Bush,280,240,40
Chelan,40,President,,R,George Bush,33,33,0
Chelan,41,President,,R,George Bush,253,245,8
Chelan,42,President,,R,George Bush,222,181,41
Chelan,43 CHE,President,,R,George Bush,255,217,38
Chelan,44 CHE,President,,R,George Bush,355,314,41
Chelan,45 CHE,President,,R,George Bush,346,283,63
Chelan,46,President,,R,George Bush,220,187,33
Chelan,47,President,,R,George Bush,383,365,18
Chelan,48 CAS,President,,R,George Bush,214,158,56
Chelan,49 CAS,President,,R,George Bush,321,247,74
Chelan,50 CAS,President,,R,George Bush,304,224,80
Chelan,51 WEN,President,,R,George Bush,402,338,64
Chelan,52 WEN,President,,R,George Bush,455,382,73
Chelan,53 WEN,President,,R,George Bush,467,384,83
Chelan,54 WEN,President,,R,George Bush,442,365,77
Chelan,55 WEN,President,,R,George Bush,359,294,65
Chelan,56 WEN,President,,R,George Bush,282,219,63
Chelan,57 WEN,President,,R,George Bush,454,342,112
Chelan,58 WEN,President,,R,George Bush,349,257,92
Chelan,59 WEN,President,,R,George Bush,426,360,66
Chelan,60 WEN,President,,R,George Bush,370,296,74
Chelan,61 WEN,President,,R,George Bush,577,474,103
Chelan,62 WEN,President,,R,George Bush,503,435,68
Chelan,63 WEN,President,,R,George Bush,412,352,60
Chelan,64 WEN,President,,R,George Bush,337,269,68
Chelan,65 WEN,President,,R,George Bush,339,274,65
Chelan,66 WEN,President,,R,George Bush,396,309,87
Chelan,67 WEN,President,,R,George Bush,280,211,69
Chelan,68 LEV,President,,R,George Bush,275,223,52
Chelan,69 LEV,President,,R,George Bush,309,239,70
Chelan,70,President,,R,George Bush,302,244,58
Chelan,71,President,,R,George Bush,547,406,141
Chelan,72,President,,R,George Bush,503,406,97
Chelan,73,President,,R,George Bush,457,401,56
Chelan,74,President,,R,George Bush,497,428,69
Chelan,75,President,,R,George Bush,214,186,28
Chelan,76,President,,R,George Bush,231,179,52
Chelan,77,President,,R,George Bush,430,363,67
Chelan,78,President,,R,George Bush,27,26,1
Chelan,79,President,,R,George Bush,117,111,6
Chelan,80,President,,R,George Bush,107,98,9
Chelan,,President,,R,George Bush,18482,15294,3188
Chelan,1,President,,L,Michael Badnarik,0,0,0
Chelan,2,President,,L,Michael Badnarik,0,0,0
Chelan,3,President,,L,Michael Badnarik,1,1,0
Chelan,4,President,,L,Michael Badnarik,3,3,0
Chelan,5,President,,L,Michael Badnarik,1,1,0
Chelan,6,President,,L,Michael Badnarik,2,2,0
Chelan,7,President,,L,Michael Badnarik,0,0,0
Chelan,8,President,,L,Michael Badnarik,0,0,0
Chelan,9,President,,L,Michael Badnarik,0,0,0
Chelan,10,President,,L,Michael Badnarik,0,0,0
Chelan,11,President,,L,Michael Badnarik,0,0,0
Chelan,12,President,,L,Michael Badnarik,0,0,0
Chelan,13,President,,L,Michael Badnarik,0,0,0
Chelan,14,President,,L,Michael Badnarik,1,1,0
Chelan,15,President,,L,Michael Badnarik,3,1,2
Chelan,16,President,,L,Michael Badnarik,4,3,1
Chelan,17,President,,L,Michael Badnarik,1,0,1
Chelan,18,President,,L,Michael Badnarik,0,0,0
Chelan,19,President,,L,Michael Badnarik,2,2,0
Chelan,20,President,,L,Michael Badnarik,0,0,0
Chelan,21,President,,L,Michael Badnarik,0,0,0
Chelan,22,President,,L,Michael Badnarik,0,0,0
Chelan,23,President,,L,Michael Badnarik,0,0,0
Chelan,24,President,,L,Michael Badnarik,0,0,0
Chelan,25,President,,L,Michael Badnarik,0,0,0
Chelan,27,President,,L,Michael Badnarik,0,0,0
Chelan,28,President,,L,Michael Badnarik,2,2,0
Chelan,29 ENT,President,,L,Michael Badnarik,2,2,0
Chelan,30,President,,L,Michael Badnarik,1,1,0
Chelan,31,President,,L,Michael Badnarik,0,0,0
Chelan,32,President,,L,Michael Badnarik,1,0,1
Chelan,33,President,,L,Michael Badnarik,3,3,0
Chelan,34,President,,L,Michael Badnarik,0,0,0
Chelan,35,President,,L,Michael Badnarik,0,0,0
Chelan,36,President,,L,Michael Badnarik,2,0,2
Chelan,37,President,,L,Michael Badnarik,0,0,0
Chelan,38,President,,L,Michael Badnarik,1,1,0
Chelan,39,President,,L,Michael Badnarik,2,2,0
Chelan,40,President,,L,Michael Badnarik,1,1,0
Chelan,41,President,,L,Michael Badnarik,3,2,1
Chelan,42,President,,L,Michael Badnarik,4,3,1
Chelan,43 CHE,President,,L,Michael Badnarik,1,1,0
Chelan,44 CHE,President,,L,Michael Badnarik,3,3,0
Chelan,45 CHE,President,,L,Michael Badnarik,7,6,1
Chelan,46,President,,L,Michael Badnarik,4,4,0
Chelan,47,President,,L,Michael Badnarik,5,5,0
Chelan,48 CAS,President,,L,Michael Badnarik,1,1,0
Chelan,49 CAS,President,,L,Michael Badnarik,0,0,0
Chelan,50 CAS,President,,L,Michael Badnarik,3,2,1
Chelan,51 WEN,President,,L,Michael Badnarik,1,1,0
Chelan,52 WEN,President,,L,Michael Badnarik,2,2,0
Chelan,53 WEN,President,,L,Michael Badnarik,1,1,0
Chelan,54 WEN,President,,L,Michael Badnarik,2,2,0
Chelan,55 WEN,President,,L,Michael Badnarik,0,0,0
Chelan,56 WEN,President,,L,Michael Badnarik,4,4,0
Chelan,57 WEN,President,,L,Michael Badnarik,2,2,0
Chelan,58 WEN,President,,L,Michael Badnarik,2,1,1
Chelan,59 WEN,President,,L,Michael Badnarik,1,1,0
Chelan,60 WEN,President,,L,Michael Badnarik,7,7,0
Chelan,61 WEN,President,,L,Michael Badnarik,2,2,0
Chelan,62 WEN,President,,L,Michael Badnarik,1,0,1
Chelan,63 WEN,President,,L,Michael Badnarik,0,0,0
Chelan,64 WEN,President,,L,Michael Badnarik,2,2,0
Chelan,65 WEN,President,,L,Michael Badnarik,0,0,0
Chelan,66 WEN,President,,L,Michael Badnarik,3,3,0
Chelan,67 WEN,President,,L,Michael Badnarik,1,0,1
Chelan,68 LEV,President,,L,Michael Badnarik,1,1,0
Chelan,69 LEV,President,,L,Michael Badnarik,1,1,0
Chelan,70,President,,L,Michael Badnarik,2,1,1
Chelan,71,President,,L,Michael Badnarik,1,0,1
Chelan,72,President,,L,Michael Badnarik,3,2,1
Chelan,73,President,,L,Michael Badnarik,3,3,0
Chelan,74,President,,L,Michael Badnarik,0,0,0
Chelan,75,President,,L,Michael Badnarik,2,1,1
Chelan,76,President,,L,Michael Badnarik,2,2,0
Chelan,77,President,,L,Michael Badnarik,3,3,0
Chelan,78,President,,L,Michael Badnarik,0,0,0
Chelan,79,President,,L,Michael Badnarik,1,1,0
Chelan,80,President,,L,Michael Badnarik,1,1,0
Chelan,,President,,L,Michael Badnarik,115,97,18
Chelan,1,President,,WW,John Parker,0,0,0
Chelan,2,President,,WW,John Parker,0,0,0
Chelan,3,President,,WW,John Parker,0,0,0
Chelan,4,President,,WW,John Parker,0,0,0
Chelan,5,President,,WW,John Parker,0,0,0
Chelan,6,President,,WW,John Parker,0,0,0
Chelan,7,President,,WW,John Parker,0,0,0
Chelan,8,President,,WW,John Parker,0,0,0
Chelan,9,President,,WW,John Parker,0,0,0
Chelan,10,President,,WW,John Parker,0,0,0
Chelan,11,President,,WW,John Parker,0,0,0
Chelan,12,President,,WW,John Parker,1,1,0
Chelan,13,President,,WW,John Parker,0,0,0
Chelan,14,President,,WW,John Parker,0,0,0
Chelan,15,President,,WW,John Parker,0,0,0
Chelan,16,President,,WW,John Parker,0,0,0
Chelan,17,President,,WW,John Parker,0,0,0
Chelan,18,President,,WW,John Parker,0,0,0
Chelan,19,President,,WW,John Parker,0,0,0
Chelan,20,President,,WW,John Parker,0,0,0
Chelan,21,President,,WW,John Parker,0,0,0
Chelan,22,President,,WW,John Parker,0,0,0
Chelan,23,President,,WW,John Parker,0,0,0
Chelan,24,President,,WW,John Parker,0,0,0
Chelan,25,President,,WW,John Parker,0,0,0
Chelan,27,President,,WW,John Parker,0,0,0
Chelan,28,President,,WW,John Parker,0,0,0
Chelan,29 ENT,President,,WW,John Parker,0,0,0
Chelan,30,President,,WW,John Parker,0,0,0
Chelan,31,President,,WW,John Parker,0,0,0
Chelan,32,President,,WW,John Parker,0,0,0
Chelan,33,President,,WW,John Parker,0,0,0
Chelan,34,President,,WW,John Parker,1,1,0
Chelan,35,President,,WW,John Parker,0,0,0
Chelan,36,President,,WW,John Parker,0,0,0
Chelan,37,President,,WW,John Parker,0,0,0
Chelan,38,President,,WW,John Parker,0,0,0
Chelan,39,President,,WW,John Parker,1,1,0
Chelan,40,President,,WW,John Parker,0,0,0
Chelan,41,President,,WW,John Parker,0,0,0
Chelan,42,President,,WW,John Parker,0,0,0
Chelan,43 CHE,President,,WW,John Parker,0,0,0
Chelan,44 CHE,President,,WW,John Parker,0,0,0
Chelan,45 CHE,President,,WW,John Parker,1,0,1
Chelan,46,President,,WW,John Parker,1,1,0
Chelan,47,President,,WW,John Parker,1,1,0
Chelan,48 CAS,President,,WW,John Parker,1,1,0
Chelan,49 CAS,President,,WW,John Parker,0,0,0
Chelan,50 CAS,President,,WW,John Parker,0,0,0
Chelan,51 WEN,President,,WW,John Parker,0,0,0
Chelan,52 WEN,President,,WW,John Parker,0,0,0
Chelan,53 WEN,President,,WW,John Parker,1,1,0
Chelan,54 WEN,President,,WW,John Parker,0,0,0
Chelan,55 WEN,President,,WW,John Parker,0,0,0
Chelan,56 WEN,President,,WW,John Parker,0,0,0
Chelan,57 WEN,President,,WW,John Parker,0,0,0
Chelan,58 WEN,President,,WW,John Parker,0,0,0
Chelan,59 WEN,President,,WW,John Parker,0,0,0
Chelan,60 WEN,President,,WW,John Parker,0,0,0
Chelan,61 WEN,President,,WW,John Parker,0,0,0
Chelan,62 WEN,President,,WW,John Parker,0,0,0
Chelan,63 WEN,President,,WW,John Parker,0,0,0
Chelan,64 WEN,President,,WW,John Parker,0,0,0
Chelan,65 WEN,President,,WW,John Parker,0,0,0
Chelan,66 WEN,President,,WW,John Parker,1,1,0
Chelan,67 WEN,President,,WW,John Parker,0,0,0
Chelan,68 LEV,President,,WW,John Parker,0,0,0
Chelan,69 LEV,President,,WW,John Parker,0,0,0
Chelan,70,President,,WW,John Parker,0,0,0
Chelan,71,President,,WW,John Parker,1,1,0
Chelan,72,President,,WW,John Parker,0,0,0
Chelan,73,President,,WW,John Parker,0,0,0
Chelan,74,President,,WW,John Parker,0,0,0
Chelan,75,President,,WW,John Parker,0,0,0
Chelan,76,President,,WW,John Parker,0,0,0
Chelan,77,President,,WW,John Parker,0,0,0
Chelan,78,President,,WW,John Parker,0,0,0
Chelan,79,President,,WW,John Parker,0,0,0
Chelan,80,President,,WW,John Parker,0,0,0
Chelan,,President,,WW,John Parker,10,9,1
Chelan,1,President,,G,David Cobb,0,0,0
Chelan,2,President,,G,David Cobb,0,0,0
Chelan,3,President,,G,David Cobb,0,0,0
Chelan,4,President,,G,David Cobb,0,0,0
Chelan,5,President,,G,David Cobb,0,0,0
Chelan,6,President,,G,David Cobb,1,0,1
Chelan,7,President,,G,David Cobb,0,0,0
Chelan,8,President,,G,David Cobb,0,0,0
Chelan,9,President,,G,David Cobb,0,0,0
Chelan,10,President,,G,David Cobb,0,0,0
Chelan,11,President,,G,David Cobb,0,0,0
Chelan,12,President,,G,David Cobb,0,0,0
Chelan,13,President,,G,David Cobb,0,0,0
Chelan,14,President,,G,David Cobb,0,0,0
Chelan,15,President,,G,David Cobb,0,0,0
Chelan,16,President,,G,David Cobb,0,0,0
Chelan,17,President,,G,David Cobb,0,0,0
Chelan,18,President,,G,David Cobb,0,0,0
Chelan,19,President,,G,David Cobb,0,0,0
Chelan,20,President,,G,David Cobb,0,0,0
Chelan,21,President,,G,David Cobb,0,0,0
Chelan,22,President,,G,David Cobb,0,0,0
Chelan,23,President,,G,David Cobb,0,0,0
Chelan,24,President,,G,David Cobb,0,0,0
Chelan,25,President,,G,David Cobb,0,0,0
Chelan,27,President,,G,David Cobb,1,0,1
Chelan,28,President,,G,David Cobb,1,1,0
Chelan,29 ENT,President,,G,David Cobb,0,0,0
Chelan,30,President,,G,David Cobb,0,0,0
Chelan,31,President,,G,David Cobb,0,0,0
Chelan,32,President,,G,David Cobb,0,0,0
Chelan,33,President,,G,David Cobb,0,0,0
Chelan,34,President,,G,David Cobb,0,0,0
Chelan,35,President,,G,David Cobb,0,0,0
Chelan,36,President,,G,David Cobb,0,0,0
Chelan,37,President,,G,David Cobb,0,0,0
Chelan,38,President,,G,David Cobb,0,0,0
Chelan,39,President,,G,David Cobb,0,0,0
Chelan,40,President,,G,David Cobb,1,1,0
Chelan,41,President,,G,David Cobb,0,0,0
Chelan,42,President,,G,David Cobb,0,0,0
Chelan,43 CHE,President,,G,David Cobb,0,0,0
Chelan,44 CHE,President,,G,David Cobb,0,0,0
Chelan,45 CHE,President,,G,David Cobb,0,0,0
Chelan,46,President,,G,David Cobb,0,0,0
Chelan,47,President,,G,David Cobb,1,1,0
Chelan,48 CAS,President,,G,David Cobb,0,0,0
Chelan,49 CAS,President,,G,David Cobb,0,0,0
Chelan,50 CAS,President,,G,David Cobb,0,0,0
Chelan,51 WEN,President,,G,David Cobb,0,0,0
Chelan,52 WEN,President,,G,David Cobb,0,0,0
Chelan,53 WEN,President,,G,David Cobb,2,2,0
Chelan,54 WEN,President,,G,David Cobb,0,0,0
Chelan,55 WEN,President,,G,David Cobb,0,0,0
Chelan,56 WEN,President,,G,David Cobb,0,0,0
Chelan,57 WEN,President,,G,David Cobb,0,0,0
Chelan,58 WEN,President,,G,David Cobb,0,0,0
Chelan,59 WEN,President,,G,David Cobb,1,1,0
Chelan,60 WEN,President,,G,David Cobb,2,2,0
Chelan,61 WEN,President,,G,David Cobb,0,0,0
Chelan,62 WEN,President,,G,David Cobb,0,0,0
Chelan,63 WEN,President,,G,David Cobb,0,0,0
Chelan,64 WEN,President,,G,David Cobb,0,0,0
Chelan,65 WEN,President,,G,David Cobb,1,1,0
Chelan,66 WEN,President,,G,David Cobb,0,0,0
Chelan,67 WEN,President,,G,David Cobb,0,0,0
Chelan,68 LEV,President,,G,David Cobb,1,0,1
Chelan,69 LEV,President,,G,David Cobb,2,2,0
Chelan,70,President,,G,David Cobb,0,0,0
Chelan,71,President,,G,David Cobb,0,0,0
Chelan,72,President,,G,David Cobb,0,0,0
Chelan,73,President,,G,David Cobb,0,0,0
Chelan,74,President,,G,David Cobb,0,0,0
Chelan,75,President,,G,David Cobb,0,0,0
Chelan,76,President,,G,David Cobb,0,0,0
Chelan,77,President,,G,David Cobb,1,1,0
Chelan,78,President,,G,David Cobb,0,0,0
Chelan,79,President,,G,David Cobb,0,0,0
Chelan,80,President,,G,David Cobb,0,0,0
Chelan,,President,,G,David Cobb,15,12,3
Chelan,1,President,,SW,James Harris,0,0,
Chelan,2,President,,SW,James Harris,0,0,
Chelan,3,President,,SW,James Harris,0,0,
Chelan,4,President,,SW,James Harris,0,0,
Chelan,5,President,,SW,James Harris,0,0,
Chelan,6,President,,SW,James Harris,0,0,
Chelan,7,President,,SW,James Harris,0,0,
Chelan,8,President,,SW,James Harris,0,0,
Chelan,9,President,,SW,James Harris,0,0,
Chelan,10,President,,SW,James Harris,0,0,
Chelan,11,President,,SW,James Harris,0,0,
