firstname,lastname,ballotname,partyname,partycode,officename,officeposition,measuretext,reporting_level,jurisdiction,votes
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Adams,1883
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Ferry,1473
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Franklin,4769
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Garfield,510
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Grant,8746
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Grays Harbor,10072
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Island,10974
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Jefferson,6008
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,King,216261
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Kitsap,35383
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Kittitas,4747
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Asotin,2817
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Klickitat,2541
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Lewis,11605
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Lincoln,2378
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Mason,8608
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Okanogan,6649
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Pacific,3662
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Pend Oreille,2486
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Pierce,83624
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,San Juan,2850
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Skagit,14065
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Benton,16176
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Skamania,1463
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Thurston,81836
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Spokane,49954
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Stevens,6667
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Snohomish,31357
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Wahkiakum,816
,Rejected,Rejected,,,House Joint Resolution,4202,The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?,county,Walla Walla,6025
