county,precinct_code,precinct,office,district,party,candidate,votes
King,3,LFP 46-0003,Shoreline School District No. 412 Proposition No. 1,,,Approved,131
King,3,LFP 46-0003,Shoreline School District No. 412 Proposition No. 1,,,Registered Voters,502
King,3,LFP 46-0003,Shoreline School District No. 412 Proposition No. 1,,,Rejected,62
King,92,LFP 46-0092,Shoreline School District No. 412 Proposition No. 1,,,Approved,200
King,92,LFP 46-0092,Shoreline School District No. 412 Proposition No. 1,,,Registered Voters,657
King,92,LFP 46-0092,Shoreline School District No. 412 Proposition No. 1,,,Rejected,59
King,309,LFP 46-0309,Shoreline School District No. 412 Proposition No. 1,,,Approved,227
King,309,LFP 46-0309,Shoreline School District No. 412 Proposition No. 1,,,Registered Voters,599
King,309,LFP 46-0309,Shoreline School District No. 412 Proposition No. 1,,,Rejected,68
King,397,LFP 46-0397,Shoreline School District No. 412 Proposition No. 1,,,Approved,97
King,397,LFP 46-0397,Shoreline School District No. 412 Proposition No. 1,,,Registered Voters,466
King,397,LFP 46-0397,Shoreline School District No. 412 Proposition No. 1,,,Rejected,29
King,400,LFP 46-0400,Shoreline School District No. 412 Proposition No. 1,,,Approved,170
King,400,LFP 46-0400,Shoreline School District No. 412 Proposition No. 1,,,Registered Voters,484
King,400,LFP 46-0400,Shoreline School District No. 412 Proposition No. 1,,,Rejected,32
King,517,LFP 46-0517,Shoreline School District No. 412 Proposition No. 1,,,Approved,167
King,517,LFP 46-0517,Shoreline School District No. 412 Proposition No. 1,,,Registered Voters,468
King,517,LFP 46-0517,Shoreline School District No. 412 Proposition No. 1,,,Rejected,31
King,650,LFP 46-0650,Shoreline School District No. 412 Proposition No. 1,,,Approved,124
King,650,LFP 46-0650,Shoreline School District No. 412 Proposition No. 1,,,Registered Voters,359
King,650,LFP 46-0650,Shoreline School District No. 412 Proposition No. 1,,,Rejected,34
King,652,LFP 46-0652,Shoreline School District No. 412 Proposition No. 1,,,Approved,114
King,652,LFP 46-0652,Shoreline School District No. 412 Proposition No. 1,,,Registered Voters,246
King,652,LFP 46-0652,Shoreline School District No. 412 Proposition No. 1,,,Rejected,36
King,653,LFP 46-0653,Shoreline School District No. 412 Proposition No. 1,,,Approved,172
King,653,LFP 46-0653,Shoreline School District No. 412 Proposition No. 1,,,Registered Voters,422
King,653,LFP 46-0653,Shoreline School District No. 412 Proposition No. 1,,,Rejected,42
King,654,LFP 46-0654,Shoreline School District No. 412 Proposition No. 1,,,Approved,196
