county,precinct_code,precinct,office,district,party,candidate,votes
King,26,KEN 47-0026,Puget Sound Regional Fire Authority Proposition No. 1,,,Registered Voters,383
King,26,KEN 47-0026,Puget Sound Regional Fire Authority Proposition No. 1,,,Rejected,53
King,26,KEN 47-0026,Puget Sound Regional Fire Authority Proposition No. 1,,,Approved,41
King,26,KEN 47-0026,City of Kent Proposition A,,,Registered Voters,383
King,26,KEN 47-0026,City of Kent Proposition A,,,Approved,40
King,26,KEN 47-0026,City of Kent Proposition A,,,Rejected,54
King,28,KEN 47-0028,Puget Sound Regional Fire Authority Proposition No. 1,,,Registered Voters,541
King,28,KEN 47-0028,Puget Sound Regional Fire Authority Proposition No. 1,,,Rejected,99
King,28,KEN 47-0028,Puget Sound Regional Fire Authority Proposition No. 1,,,Approved,52
King,28,KEN 47-0028,City of Kent Proposition A,,,Registered Voters,541
King,28,KEN 47-0028,City of Kent Proposition A,,,Approved,57
King,28,KEN 47-0028,City of Kent Proposition A,,,Rejected,93
King,37,ARTHUR,Tahoma School District No. 409 Proposition No. 1,,,Registered Voters,244
King,37,ARTHUR,Tahoma School District No. 409 Proposition No. 1,,,Yes,47
King,37,ARTHUR,Tahoma School District No. 409 Proposition No. 1,,,No,61
King,229,KEN 47-0229,Puget Sound Regional Fire Authority Proposition No. 1,,,Registered Voters,800
King,229,KEN 47-0229,Puget Sound Regional Fire Authority Proposition No. 1,,,Rejected,108
King,229,KEN 47-0229,Puget Sound Regional Fire Authority Proposition No. 1,,,Approved,68
King,229,KEN 47-0229,City of Kent Proposition A,,,Registered Voters,800
King,229,KEN 47-0229,City of Kent Proposition A,,,Approved,71
King,229,KEN 47-0229,City of Kent Proposition A,,,Rejected,103
King,238,KEN 47-0238,Puget Sound Regional Fire Authority Proposition No. 1,,,Registered Voters,822
King,238,KEN 47-0238,Puget Sound Regional Fire Authority Proposition No. 1,,,Rejected,123
King,238,KEN 47-0238,Puget Sound Regional Fire Authority Proposition No. 1,,,Approved,98
King,238,KEN 47-0238,City of Kent Proposition A,,,Registered Voters,822
King,238,KEN 47-0238,City of Kent Proposition A,,,Approved,108
King,238,KEN 47-0238,City of Kent Proposition A,,,Rejected,113
King,239,B-D 05-0239,Tahoma School District No. 409 Proposition No. 1,,,Registered Voters,0
King,239,B-D 05-0239,Tahoma School District No. 409 Proposition No. 1,,,Yes,0
King,239,B-D 05-0239,Tahoma School District No. 409 Proposition No. 1,,,No,0
King,246,KEN 47-0246,Puget Sound Regional Fire Authority Proposition No. 1,,,Registered Voters,498
King,246,KEN 47-0246,Puget Sound Regional Fire Authority Proposition No. 1,,,Rejected,109
King,246,KEN 47-0246,Puget Sound Regional Fire Authority Proposition No. 1,,,Approved,55
King,246,KEN 47-0246,City of Kent Proposition A,,,Registered Voters,498
King,246,KEN 47-0246,City of Kent Proposition A,,,Approved,66
King,246,KEN 47-0246,City of Kent Proposition A,,,Rejected,98
