firstname,lastname,ballotname,partyname,partycode,officename,officeposition,measuretext,reporting_level,jurisdiction,votes
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Adams,1535
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Asotin,3078
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Benton,20981
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Chelan,8563
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Clallam,13321
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Clark,55518
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Columbia,587
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Cowlitz,17698
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Douglas,4227
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Ferry,1043
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Franklin,5095
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Garfield,409
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Grant,7634
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Grays Harbor,13932
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Island,13781
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Jefferson,8010
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,King,415171
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Kitsap,49075
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Kittitas,5532
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Klickitat,3084
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Lewis,10656
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Lincoln,1535
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Mason,10848
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Okanogan,4818
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Pacific,4597
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Pend Oreille,2076
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Pierce,135829
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,San Juan,4156
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Skagit,20337
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Skamania,1667
Mike,Kreidler,Mike Kreidler,D,D,Insurance Commissioner,NA,,county,Snohomish,122619
